hour,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales
2017-05-14 18:00:00,9,324.450,0.000,0.000,324.450,0.000,0.000,324.450
2017-05-14 19:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-14 20:00:00,2,60.850,0.000,0.000,60.850,0.000,0.000,60.850
2017-05-14 21:00:00,3,104.850,0.000,0.000,104.850,0.000,0.000,104.850
2017-05-14 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-14 23:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-15 00:00:00,1,44.950,0.000,0.000,44.950,0.000,0.000,44.950
2017-05-15 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-15 02:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-15 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-15 04:00:00,4,142.750,-6.230,0.000,136.520,0.000,0.000,136.520
2017-05-15 05:00:00,2,49.900,-9.970,0.000,39.930,0.000,0.000,39.930
2017-05-15 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-15 07:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-15 08:00:00,7,249.600,0.000,0.000,249.600,0.000,0.000,249.600
2017-05-15 09:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-15 10:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-15 11:00:00,2,69.900,0.000,0.000,69.900,7.990,0.000,77.890
2017-05-15 12:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-15 13:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-15 14:00:00,3,94.850,0.000,0.000,94.850,0.000,0.000,94.850
2017-05-15 15:00:00,3,124.850,0.000,0.000,124.850,0.000,0.000,124.850
2017-05-15 16:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-15 17:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-15 18:00:00,3,124.700,0.000,0.000,124.700,0.000,0.000,124.700
2017-05-15 19:00:00,3,94.850,0.000,0.000,94.850,0.000,0.000,94.850
2017-05-15 20:00:00,3,89.850,0.000,0.000,89.850,0.000,0.000,89.850
2017-05-15 21:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-15 22:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-15 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 05:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 07:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 08:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-16 09:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-16 10:00:00,3,107.800,0.000,0.000,107.800,0.000,0.000,107.800
2017-05-16 11:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-16 12:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-16 13:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-16 14:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-16 15:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-16 16:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-16 17:00:00,3,92.800,-2.990,0.000,89.810,0.000,0.000,89.810
2017-05-16 18:00:00,3,104.850,0.000,0.000,104.850,0.000,0.000,104.850
2017-05-16 19:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-16 20:00:00,2,92.850,0.000,0.000,92.850,0.000,0.000,92.850
2017-05-16 21:00:00,1,199.650,0.000,0.000,199.650,0.000,0.000,199.650
2017-05-16 22:00:00,1,47.900,0.000,-199.650,-151.750,7.990,1.560,-142.200
2017-05-16 23:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-17 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 01:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-17 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 05:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-17 06:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-17 07:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-17 08:00:00,1,44.950,0.000,0.000,44.950,0.000,0.000,44.950
2017-05-17 09:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-17 10:00:00,2,69.900,0.000,0.000,69.900,10.990,0.000,80.890
2017-05-17 11:00:00,5,169.750,0.000,0.000,169.750,10.990,0.000,180.740
2017-05-17 12:00:00,4,149.800,0.000,0.000,149.800,0.000,0.000,149.800
2017-05-17 13:00:00,3,84.850,0.000,0.000,84.850,0.000,0.000,84.850
2017-05-17 14:00:00,2,79.900,0.000,0.000,79.900,7.990,0.000,87.890
2017-05-17 15:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 16:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-17 17:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 18:00:00,4,169.800,0.000,0.000,169.800,0.000,0.000,169.800
2017-05-17 19:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-17 20:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 21:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-17 22:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-17 23:00:00,5,149.700,0.000,0.000,149.700,10.990,0.000,160.690
2017-05-18 00:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-18 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-18 02:00:00,0,0.000,0.000,-44.950,-44.950,0.000,0.000,-44.950
2017-05-18 03:00:00,0,0.000,0.000,-24.950,-24.950,0.000,0.000,-24.950
2017-05-18 04:00:00,0,0.000,0.000,-44.950,-44.950,0.000,0.000,-44.950
2017-05-18 05:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-18 06:00:00,4,142.750,-11.970,0.000,130.780,0.000,0.000,130.780
2017-05-18 07:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-18 08:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-18 09:00:00,4,129.800,0.000,0.000,129.800,10.990,0.000,140.790
2017-05-18 10:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-18 11:00:00,3,84.850,0.000,0.000,84.850,0.000,0.000,84.850
2017-05-18 12:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-18 13:00:00,4,165.700,0.000,0.000,165.700,0.000,0.000,165.700
2017-05-18 14:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-18 15:00:00,3,94.850,0.000,0.000,94.850,0.000,0.000,94.850
2017-05-18 16:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-18 17:00:00,4,162.750,0.000,0.000,162.750,0.000,0.000,162.750
2017-05-18 18:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-18 19:00:00,2,74.850,-5.980,0.000,68.870,0.000,0.000,68.870
2017-05-18 20:00:00,4,104.800,0.000,0.000,104.800,0.000,0.000,104.800
2017-05-18 21:00:00,2,82.850,0.000,0.000,82.850,0.000,0.000,82.850
2017-05-18 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-18 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 00:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-19 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 05:00:00,1,47.900,0.000,0.000,47.900,0.000,0.000,47.900
2017-05-19 06:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-19 07:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-19 08:00:00,2,62.850,0.000,0.000,62.850,0.000,0.000,62.850
2017-05-19 09:00:00,2,67.850,0.000,0.000,67.850,0.000,0.000,67.850
2017-05-19 10:00:00,2,77.800,0.000,0.000,77.800,0.000,0.000,77.800
2017-05-19 11:00:00,3,104.850,0.000,0.000,104.850,0.000,0.000,104.850
2017-05-19 12:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-19 13:00:00,2,59.900,-8.730,0.000,51.170,0.000,0.000,51.170
2017-05-19 14:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-19 15:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 16:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 17:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-19 18:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 19:00:00,4,169.700,0.000,0.000,169.700,0.000,0.000,169.700
2017-05-19 20:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 21:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-19 23:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-20 00:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-20 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 03:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-20 04:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-20 05:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-20 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 07:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 08:00:00,2,49.900,0.000,0.000,49.900,0.000,0.000,49.900
2017-05-20 09:00:00,3,94.850,0.000,0.000,94.850,0.000,0.000,94.850
2017-05-20 10:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 11:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-20 12:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-20 13:00:00,4,152.750,0.000,0.000,152.750,12.990,0.000,165.740
2017-05-20 14:00:00,6,179.700,0.000,0.000,179.700,7.990,0.960,188.650
2017-05-20 15:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 16:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 17:00:00,3,107.800,0.000,0.000,107.800,0.000,0.000,107.800
2017-05-20 18:00:00,5,199.700,0.000,0.000,199.700,18.980,1.040,219.720
2017-05-20 19:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-20 20:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 21:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-20 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-20 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 05:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 06:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-21 07:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-21 08:00:00,2,49.900,0.000,0.000,49.900,7.990,0.400,58.290
2017-05-21 09:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 10:00:00,3,119.800,0.000,0.000,119.800,7.990,1.040,128.830
2017-05-21 11:00:00,2,62.850,0.000,0.000,62.850,0.000,0.000,62.850
2017-05-21 12:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-21 13:00:00,4,154.750,0.000,0.000,154.750,0.000,0.000,154.750
2017-05-21 14:00:00,2,54.900,0.000,0.000,54.900,0.000,0.000,54.900
2017-05-21 15:00:00,2,114.850,0.000,0.000,114.850,0.000,0.000,114.850
2017-05-21 16:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-21 17:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-21 18:00:00,2,82.850,0.000,0.000,82.850,0.000,0.000,82.850
2017-05-21 19:00:00,3,189.700,0.000,0.000,189.700,10.990,0.000,200.690
2017-05-21 20:00:00,2,37.900,0.000,0.000,37.900,0.000,0.000,37.900
2017-05-21 21:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-21 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-21 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 02:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-22 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 04:00:00,1,44.950,0.000,0.000,44.950,10.990,0.000,55.940
2017-05-22 05:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 06:00:00,1,34.950,0.000,0.000,34.950,7.990,1.040,43.980
2017-05-22 07:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-22 08:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-22 09:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-22 10:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-22 11:00:00,3,79.850,0.000,0.000,79.850,0.000,0.000,79.850
2017-05-22 12:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-22 13:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-22 14:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 15:00:00,3,99.850,-8.730,0.000,91.120,0.000,0.000,91.120
2017-05-22 16:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 17:00:00,2,89.900,0.000,0.000,89.900,0.000,0.000,89.900
2017-05-22 18:00:00,1,44.950,0.000,0.000,44.950,0.000,0.000,44.950
2017-05-22 19:00:00,4,172.750,0.000,0.000,172.750,7.990,1.050,181.790
2017-05-22 20:00:00,5,164.750,0.000,0.000,164.750,0.000,0.000,164.750
2017-05-22 21:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-22 22:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-22 23:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 00:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 04:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 05:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 07:00:00,3,89.850,0.000,0.000,89.850,0.000,0.000,89.850
2017-05-23 08:00:00,3,89.850,0.000,0.000,89.850,0.000,0.000,89.850
2017-05-23 09:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 10:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 11:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 12:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 13:00:00,1,47.900,0.000,0.000,47.900,0.000,0.000,47.900
2017-05-23 14:00:00,1,44.950,-11.230,0.000,33.720,0.000,0.000,33.720
2017-05-23 15:00:00,2,80.800,0.000,0.000,80.800,0.000,0.000,80.800
2017-05-23 16:00:00,1,44.950,0.000,0.000,44.950,0.000,0.000,44.950
2017-05-23 17:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-23 18:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 19:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 20:00:00,4,137.750,0.000,0.000,137.750,0.000,0.000,137.750
2017-05-23 21:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-23 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-23 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 00:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-24 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 05:00:00,2,99.700,0.000,0.000,99.700,0.000,0.000,99.700
2017-05-24 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 07:00:00,2,89.900,0.000,0.000,89.900,0.000,0.000,89.900
2017-05-24 08:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 09:00:00,3,134.850,0.000,0.000,134.850,0.000,0.000,134.850
2017-05-24 10:00:00,3,89.850,0.000,0.000,89.850,0.000,0.000,89.850
2017-05-24 11:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 12:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-24 13:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 14:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 15:00:00,4,159.750,0.000,0.000,159.750,0.000,0.000,159.750
2017-05-24 16:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-24 17:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 18:00:00,2,72.850,0.000,0.000,72.850,0.000,0.000,72.850
2017-05-24 19:00:00,4,184.750,0.000,0.000,184.750,0.000,0.000,184.750
2017-05-24 20:00:00,3,114.850,-11.230,0.000,103.620,0.000,0.000,103.620
2017-05-24 21:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-24 22:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-24 23:00:00,2,109.800,0.000,0.000,109.800,0.000,0.000,109.800
2017-05-25 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 02:00:00,0,0.000,0.000,-24.950,-24.950,0.000,0.000,-24.950
2017-05-25 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 05:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-25 06:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-25 07:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-25 08:00:00,2,82.850,0.000,0.000,82.850,0.000,0.000,82.850
2017-05-25 09:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-25 10:00:00,2,77.850,0.000,0.000,77.850,0.000,0.000,77.850
2017-05-25 11:00:00,3,127.800,0.000,0.000,127.800,0.000,0.000,127.800
2017-05-25 12:00:00,1,47.900,0.000,0.000,47.900,0.000,0.000,47.900
2017-05-25 13:00:00,3,94.850,0.000,0.000,94.850,0.000,0.000,94.850
2017-05-25 14:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-25 15:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 16:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-25 17:00:00,2,69.900,0.000,0.000,69.900,0.000,0.000,69.900
2017-05-25 18:00:00,2,79.900,0.000,0.000,79.900,0.000,0.000,79.900
2017-05-25 19:00:00,1,34.950,-8.730,0.000,26.220,0.000,0.000,26.220
2017-05-25 20:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 21:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-25 22:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-25 23:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-26 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 03:00:00,1,57.900,0.000,0.000,57.900,0.000,0.000,57.900
2017-05-26 04:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-26 05:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-26 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 07:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 08:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 09:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-26 10:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-26 11:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-26 12:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-26 13:00:00,3,89.850,0.000,0.000,89.850,0.000,0.000,89.850
2017-05-26 14:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-26 15:00:00,1,24.950,0.000,0.000,24.950,0.000,0.000,24.950
2017-05-26 16:00:00,1,19.950,0.000,0.000,19.950,0.000,0.000,19.950
2017-05-26 17:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 18:00:00,2,89.900,0.000,0.000,89.900,0.000,0.000,89.900
2017-05-26 19:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 20:00:00,1,24.950,-6.230,0.000,18.720,0.000,0.000,18.720
2017-05-26 21:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-26 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 04:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 05:00:00,1,57.900,0.000,0.000,57.900,12.990,0.000,70.890
2017-05-27 06:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 07:00:00,1,84.850,0.000,0.000,84.850,0.000,0.000,84.850
2017-05-27 08:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 09:00:00,4,139.800,0.000,0.000,139.800,0.000,0.000,139.800
2017-05-27 10:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 11:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-27 12:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 13:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 14:00:00,2,59.900,0.000,0.000,59.900,0.000,0.000,59.900
2017-05-27 15:00:00,2,84.850,-8.730,0.000,76.120,0.000,0.000,76.120
2017-05-27 16:00:00,1,37.900,0.000,0.000,37.900,0.000,0.000,37.900
2017-05-27 17:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-27 18:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-27 19:00:00,4,119.800,0.000,0.000,119.800,0.000,0.000,119.800
2017-05-27 20:00:00,3,104.850,0.000,0.000,104.850,0.000,0.000,104.850
2017-05-27 21:00:00,1,34.950,0.000,0.000,34.950,0.000,0.000,34.950
2017-05-27 22:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-27 23:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-28 00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-28 01:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-28 02:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-28 03:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-05-28 04:00:00,1,44.950,0.000,0.000,44.950,7.990,1.040,53.980
2017-05-28 05:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
