,year,month,day,total_sessions_x,total_carts,total_checkouts,total_orders_placed,total_conversion,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales,total_visitors,total_sessions_y
412,2018,2,17,1435,108,54,34,1.0,37,1378.0,0.0,0.0,1378.0,0.0,0.0,1378.0,1405,1435
413,2018,2,18,1622,101,59,47,1.0,50,1940.0,-11.0,0.0,1929.0,11.0,0.0,1940.0,1589,1622
414,2018,2,19,1847,136,77,51,1.0,59,2123.0,-43.0,-86.0,1994.0,8.0,4.0,2006.0,1818,1847
415,2018,2,20,1756,120,62,40,0.0,45,1477.0,-9.0,0.0,1468.0,19.0,1.0,1488.0,1729,1756
416,2018,2,21,1838,135,84,53,1.0,55,1984.0,-9.0,-11.0,1964.0,0.0,0.0,1964.0,1811,1838
417,2018,2,22,1584,123,79,47,1.0,51,1883.0,-11.0,0.0,1872.0,0.0,0.0,1872.0,1563,1584
418,2018,2,23,1545,125,69,47,1.0,55,1851.0,-17.0,0.0,1834.0,0.0,0.0,1834.0,1513,1545
419,2018,2,24,1435,125,69,46,1.0,51,1770.0,-6.0,0.0,1764.0,0.0,0.0,1764.0,1415,1435
420,2018,2,25,1865,141,84,58,1.0,66,2292.0,-17.0,-25.0,2250.0,0.0,0.0,2250.0,1834,1865
421,2018,2,26,1854,124,77,54,1.0,56,2108.0,-12.0,0.0,2095.0,0.0,0.0,2095.0,1828,1854
422,2018,2,27,1814,140,79,44,1.0,49,1724.0,-26.0,0.0,1698.0,0.0,0.0,1698.0,1786,1814
423,2018,2,28,2050,187,107,62,1.0,69,2408.0,-17.0,0.0,2391.0,0.0,0.0,2391.0,2011,2050
424,2018,3,1,1856,134,86,53,1.0,59,2131.0,-39.0,0.0,2092.0,11.0,0.0,2103.0,1833,1856
425,2018,3,2,1649,114,68,47,1.0,50,1832.0,-11.0,-35.0,1786.0,0.0,0.0,1786.0,1624,1649
426,2018,3,3,1625,149,78,50,1.0,56,2064.0,-17.0,0.0,2046.0,0.0,0.0,2046.0,1598,1625
427,2018,3,4,1876,160,94,55,1.0,60,2044.0,-1.0,0.0,2043.0,0.0,0.0,2043.0,1843,1876
428,2018,3,5,1910,119,77,54,1.0,58,2109.0,-9.0,-35.0,2065.0,0.0,0.0,2065.0,1861,1910
429,2018,3,6,1737,139,92,64,1.0,71,2491.0,-26.0,0.0,2465.0,0.0,1.0,2466.0,1713,1737
430,2018,3,7,1624,138,86,60,1.0,64,2251.0,-6.0,-3.0,2242.0,19.0,3.0,2264.0,1600,1624
431,2018,3,8,1695,122,77,64,1.0,65,2465.0,-17.0,-35.0,2414.0,8.0,1.0,2423.0,1656,1695
432,2018,3,9,1514,129,80,57,1.0,62,2293.0,0.0,0.0,2293.0,0.0,0.0,2293.0,1483,1514
433,2018,3,10,1447,106,62,42,1.0,44,1618.0,-9.0,-35.0,1574.0,0.0,0.0,1574.0,1409,1447
434,2018,3,11,1616,113,63,39,1.0,43,1562.0,0.0,0.0,1562.0,0.0,0.0,1562.0,1586,1616
435,2018,3,12,1744,133,84,61,1.0,63,2244.0,-34.0,0.0,2210.0,0.0,0.0,2210.0,1710,1744
436,2018,3,13,1651,113,66,43,1.0,50,1834.0,-17.0,0.0,1817.0,11.0,0.0,1828.0,1613,1651
437,2018,3,14,1595,111,66,46,1.0,49,1863.0,-9.0,0.0,1854.0,0.0,0.0,1854.0,1569,1595
438,2018,3,15,1507,114,62,39,1.0,44,1537.0,-9.0,0.0,1528.0,11.0,0.0,1539.0,1476,1507
439,2018,3,16,1389,118,74,50,1.0,56,2073.0,0.0,0.0,2073.0,11.0,0.0,2084.0,1353,1389
440,2018,3,17,1235,92,53,32,1.0,32,1181.0,-3.0,0.0,1178.0,8.0,1.0,1187.0,1209,1235
441,2018,3,18,1402,114,58,43,1.0,47,1653.0,-9.0,-35.0,1610.0,0.0,0.0,1610.0,1377,1402
442,2018,3,19,885,51,35,27,1.0,29,1019.0,0.0,0.0,1019.0,0.0,0.0,1019.0,854,885
443,2018,3,20,460,20,13,7,0.0,9,310.0,0.0,0.0,310.0,0.0,0.0,310.0,447,460
444,2018,3,21,1079,79,48,37,1.0,40,1409.0,-17.0,-48.0,1343.0,8.0,0.0,1352.0,1061,1079
445,2018,3,22,1237,115,61,44,1.0,45,1498.0,0.0,0.0,1498.0,0.0,0.0,1498.0,1211,1237
446,2018,3,23,1282,105,58,40,1.0,49,1729.0,-26.0,-80.0,1623.0,0.0,0.0,1623.0,1257,1282
447,2018,3,24,1174,82,45,28,1.0,28,934.0,-6.0,0.0,928.0,8.0,1.0,937.0,1150,1174
448,2018,3,25,1438,94,49,27,0.0,31,1100.0,-14.0,0.0,1086.0,13.0,0.0,1099.0,1410,1438
449,2018,3,26,1437,98,64,39,1.0,47,1701.0,-45.0,0.0,1657.0,8.0,2.0,1667.0,1401,1437
450,2018,3,27,1374,113,64,37,1.0,40,1429.0,0.0,0.0,1429.0,8.0,1.0,1438.0,1355,1374
451,2018,3,28,1388,104,67,46,1.0,51,1786.0,-23.0,0.0,1763.0,11.0,0.0,1774.0,1369,1388
452,2018,3,29,1432,101,57,36,1.0,42,1440.0,-40.0,0.0,1400.0,0.0,0.0,1400.0,1402,1432
453,2018,3,30,1262,95,63,42,1.0,44,1679.0,-9.0,0.0,1671.0,0.0,1.0,1672.0,1236,1262
454,2018,3,31,1183,53,25,14,0.0,16,582.0,-9.0,0.0,573.0,0.0,0.0,573.0,1168,1183
455,2018,4,1,1260,81,39,25,0.0,26,930.0,0.0,0.0,930.0,0.0,0.0,930.0,1232,1260
456,2018,4,2,1510,106,60,45,1.0,46,1561.0,-2.0,0.0,1559.0,8.0,0.0,1567.0,1481,1510
457,2018,4,3,1450,104,67,38,1.0,42,1483.0,0.0,0.0,1483.0,0.0,0.0,1483.0,1416,1450
458,2018,4,4,1574,130,61,37,1.0,40,1423.0,-17.0,0.0,1405.0,0.0,0.0,1405.0,1538,1574
459,2018,4,5,1432,105,55,35,1.0,41,1489.0,0.0,0.0,1489.0,0.0,0.0,1489.0,1396,1432
460,2018,4,6,1331,94,65,45,1.0,48,1637.0,0.0,-25.0,1612.0,0.0,1.0,1613.0,1295,1331
461,2018,4,7,1263,108,62,37,1.0,43,1519.0,-9.0,0.0,1510.0,0.0,0.0,1510.0,1242,1263
462,2018,4,8,1519,112,67,40,1.0,48,1744.0,-21.0,0.0,1723.0,0.0,0.0,1723.0,1498,1519
463,2018,4,9,1640,105,68,42,1.0,48,1607.0,-17.0,0.0,1589.0,0.0,0.0,1589.0,1612,1640
464,2018,4,10,1508,107,64,41,1.0,51,1677.0,-9.0,0.0,1669.0,0.0,0.0,1669.0,1477,1508
465,2018,4,11,1476,110,62,42,1.0,49,1771.0,-17.0,0.0,1754.0,0.0,0.0,1754.0,1449,1476
466,2018,4,12,1484,108,63,37,1.0,42,1542.0,-23.0,0.0,1518.0,0.0,0.0,1518.0,1465,1484
467,2018,4,13,1358,101,63,38,1.0,45,1696.0,-14.0,0.0,1683.0,0.0,0.0,1683.0,1328,1358
468,2018,4,14,1327,84,44,31,0.0,34,1239.0,0.0,0.0,1239.0,0.0,0.0,1239.0,1294,1327
469,2018,4,15,1615,118,81,53,1.0,59,2041.0,0.0,0.0,2041.0,0.0,0.0,2041.0,1589,1615
470,2018,4,16,1658,88,56,38,0.0,44,1572.0,-14.0,0.0,1558.0,0.0,0.0,1558.0,1620,1658
471,2018,4,17,1655,125,70,41,0.0,42,1388.0,0.0,-25.0,1363.0,0.0,0.0,1363.0,1621,1655
472,2018,4,18,1663,111,63,37,0.0,48,1730.0,-37.0,0.0,1693.0,0.0,0.0,1693.0,1628,1663
473,2018,4,19,1598,112,68,42,1.0,47,1895.0,-12.0,-60.0,1823.0,0.0,0.0,1823.0,1566,1598
474,2018,4,20,1326,83,50,33,1.0,37,1244.0,-22.0,0.0,1222.0,0.0,0.0,1222.0,1295,1326
475,2018,4,21,1260,90,51,37,1.0,40,1365.0,-11.0,0.0,1354.0,0.0,0.0,1354.0,1241,1260
476,2018,4,22,1578,103,68,47,1.0,56,1931.0,-9.0,-25.0,1897.0,0.0,0.0,1897.0,1550,1578
477,2018,4,23,1666,84,48,31,0.0,35,1199.0,-15.0,0.0,1184.0,0.0,0.0,1184.0,1629,1666
478,2018,4,24,1574,107,66,42,1.0,47,1683.0,0.0,0.0,1683.0,0.0,0.0,1683.0,1549,1574
479,2018,4,25,1531,114,76,44,1.0,50,2022.0,-2.0,-225.0,1795.0,0.0,0.0,1795.0,1501,1531
480,2018,4,26,1668,102,55,43,1.0,45,1570.0,0.0,0.0,1570.0,0.0,0.0,1570.0,1640,1668
481,2018,4,27,1855,107,64,34,0.0,38,1283.0,0.0,0.0,1283.0,0.0,0.0,1283.0,1826,1855
482,2018,4,28,1565,86,55,34,0.0,35,1232.0,0.0,0.0,1232.0,0.0,0.0,1232.0,1541,1565
483,2018,4,29,1858,127,81,54,1.0,56,1986.0,0.0,0.0,1986.0,11.0,1.0,1997.0,1827,1858
484,2018,4,30,2033,104,62,38,0.0,44,1476.0,-15.0,0.0,1461.0,0.0,0.0,1461.0,2005,2033
485,2018,5,1,1630,102,48,29,0.0,35,1172.0,-20.0,-45.0,1107.0,0.0,0.0,1107.0,1606,1630
486,2018,5,2,1507,106,60,36,1.0,43,1525.0,-26.0,0.0,1498.0,0.0,0.0,1498.0,1478,1507
487,2018,5,3,1297,82,50,30,1.0,34,1306.0,-3.0,0.0,1302.0,0.0,0.0,1302.0,1264,1297
488,2018,5,4,1250,76,42,25,1.0,26,927.0,0.0,0.0,927.0,0.0,1.0,928.0,1224,1250
489,2018,5,5,1207,69,39,23,0.0,26,885.0,0.0,0.0,885.0,0.0,0.0,885.0,1184,1207
490,2018,5,6,1612,111,69,48,1.0,51,1733.0,0.0,0.0,1733.0,8.0,1.0,1742.0,1581,1612
491,2018,5,7,1785,111,60,34,0.0,43,1435.0,0.0,-31.0,1404.0,0.0,0.0,1404.0,1752,1785
492,2018,5,8,1489,92,53,36,1.0,41,1369.0,-9.0,0.0,1360.0,11.0,0.0,1371.0,1458,1489
493,2018,5,9,1462,104,72,50,1.0,52,1705.0,0.0,0.0,1705.0,0.0,0.0,1705.0,1440,1462
494,2018,5,10,1466,98,71,49,1.0,52,1763.0,-3.0,0.0,1760.0,8.0,1.0,1769.0,1433,1466
495,2018,5,11,1381,84,52,35,1.0,41,1417.0,-22.0,0.0,1394.0,0.0,0.0,1394.0,1356,1381
496,2018,5,12,1443,95,53,33,1.0,34,1219.0,0.0,0.0,1219.0,0.0,0.0,1219.0,1414,1443
497,2018,5,13,1741,103,52,35,0.0,38,1329.0,0.0,0.0,1329.0,8.0,3.0,1339.0,1708,1741
498,2018,5,14,1836,119,74,49,1.0,50,1752.0,0.0,-60.0,1692.0,8.0,1.0,1701.0,1808,1836
499,2018,5,15,1718,93,58,42,1.0,49,1730.0,-20.0,0.0,1710.0,0.0,1.0,1711.0,1686,1718
500,2018,5,16,1707,111,73,47,1.0,48,1749.0,0.0,0.0,1749.0,0.0,0.0,1749.0,1677,1707
501,2018,5,17,1666,91,53,38,1.0,42,1447.0,-3.0,0.0,1444.0,8.0,0.0,1452.0,1641,1666
502,2018,5,18,1406,83,45,28,0.0,34,1148.0,-26.0,0.0,1122.0,0.0,0.0,1122.0,1376,1406
503,2018,5,19,1319,85,47,32,1.0,37,1277.0,-9.0,0.0,1268.0,0.0,0.0,1268.0,1294,1319
504,2018,5,20,1603,99,50,27,0.0,31,1097.0,0.0,0.0,1097.0,0.0,0.0,1097.0,1575,1603
505,2018,5,21,1660,109,75,52,1.0,58,2042.0,-58.0,-70.0,1914.0,0.0,0.0,1914.0,1623,1660
506,2018,5,22,1506,116,63,42,1.0,45,1566.0,-3.0,0.0,1564.0,0.0,1.0,1564.0,1487,1506
507,2018,5,23,1504,95,45,26,0.0,33,1154.0,0.0,0.0,1154.0,0.0,0.0,1154.0,1481,1504
508,2018,5,24,1438,77,43,30,0.0,31,1028.0,0.0,0.0,1028.0,11.0,0.0,1039.0,1415,1438
509,2018,5,25,1191,64,34,23,0.0,23,770.0,0.0,0.0,770.0,0.0,0.0,770.0,1174,1191
510,2018,5,26,1193,83,49,31,1.0,31,1094.0,0.0,0.0,1094.0,0.0,0.0,1094.0,1163,1193
511,2018,5,27,1261,56,39,18,0.0,21,720.0,0.0,-25.0,695.0,0.0,0.0,695.0,1241,1261
512,2018,5,28,1543,92,55,30,1.0,34,1199.0,0.0,0.0,1199.0,0.0,0.0,1199.0,1513,1543
513,2018,5,29,1759,114,62,46,1.0,50,1841.0,-17.0,0.0,1824.0,0.0,0.0,1824.0,1733,1759
514,2018,5,30,1878,114,68,49,1.0,54,1920.0,-14.0,0.0,1906.0,0.0,0.0,1906.0,1840,1878
515,2018,5,31,1793,130,73,46,1.0,47,1628.0,-9.0,0.0,1620.0,0.0,0.0,1620.0,1764,1793
516,2018,6,1,1505,96,60,36,1.0,39,1291.0,0.0,-50.0,1241.0,0.0,0.0,1241.0,1482,1505
517,2018,6,2,1510,95,49,32,0.0,38,1236.0,-9.0,-25.0,1202.0,0.0,0.0,1202.0,1485,1510
518,2018,6,3,1735,118,57,42,1.0,47,1564.0,-19.0,-45.0,1501.0,0.0,0.0,1501.0,1711,1735
519,2018,6,4,1751,110,73,48,1.0,50,1740.0,0.0,0.0,1740.0,0.0,0.0,1740.0,1718,1751
520,2018,6,5,1770,117,72,46,1.0,48,1700.0,-9.0,-25.0,1667.0,0.0,1.0,1667.0,1739,1770
521,2018,6,6,1665,109,65,40,1.0,46,1586.0,-36.0,0.0,1549.0,8.0,0.0,1558.0,1626,1665
522,2018,6,7,1548,95,56,28,1.0,33,1187.0,-11.0,-2.0,1174.0,0.0,0.0,1174.0,1521,1548
523,2018,6,8,564,20,15,14,1.0,18,658.0,-40.0,0.0,618.0,0.0,0.0,618.0,551,564
524,2018,6,9,1338,81,40,28,1.0,32,1148.0,-9.0,0.0,1139.0,13.0,0.0,1152.0,1314,1338
525,2018,6,10,1550,93,55,34,1.0,37,1190.0,0.0,0.0,1190.0,11.0,0.0,1201.0,1523,1550
526,2018,6,11,1648,90,55,39,1.0,46,1586.0,-17.0,0.0,1569.0,0.0,0.0,1569.0,1611,1648
527,2018,6,12,1648,122,81,62,1.0,68,2465.0,-12.0,0.0,2453.0,8.0,1.0,2462.0,1613,1648
528,2018,6,13,1590,109,64,40,1.0,42,1367.0,0.0,0.0,1367.0,0.0,1.0,1367.0,1575,1590
529,2018,6,14,1638,121,57,42,1.0,49,1747.0,-22.0,0.0,1725.0,0.0,1.0,1726.0,1606,1638
530,2018,6,15,1417,103,58,35,1.0,42,1302.0,-12.0,-25.0,1265.0,0.0,0.0,1265.0,1388,1417
531,2018,6,16,1262,79,43,31,0.0,34,1186.0,-11.0,0.0,1175.0,0.0,0.0,1175.0,1237,1262
532,2018,6,17,1429,103,58,37,0.0,40,1409.0,-20.0,0.0,1389.0,8.0,0.0,1397.0,1402,1429
533,2018,6,18,1637,120,64,47,1.0,52,1764.0,-26.0,-5.0,1733.0,0.0,1.0,1734.0,1607,1637
534,2018,6,19,1670,119,69,39,1.0,42,1508.0,0.0,-26.0,1481.0,11.0,0.0,1492.0,1636,1670
535,2018,6,20,1547,106,71,50,1.0,57,2017.0,0.0,0.0,2017.0,0.0,0.0,2017.0,1517,1547
536,2018,6,21,1573,107,59,36,1.0,41,1339.0,-6.0,-70.0,1263.0,0.0,0.0,1263.0,1541,1573
537,2018,6,22,1380,101,61,39,1.0,42,1467.0,0.0,0.0,1467.0,0.0,0.0,1467.0,1355,1380
538,2018,6,23,1316,106,65,44,1.0,49,1604.0,-29.0,0.0,1575.0,0.0,0.0,1575.0,1294,1316
539,2018,6,24,1462,76,54,37,1.0,38,1324.0,0.0,-25.0,1299.0,0.0,1.0,1300.0,1435,1462
540,2018,6,25,1703,107,64,52,1.0,52,1697.0,-3.0,0.0,1694.0,0.0,0.0,1694.0,1677,1703
541,2018,6,26,1775,118,74,45,1.0,44,1518.0,-5.0,0.0,1512.0,0.0,0.0,1512.0,1750,1775
542,2018,6,27,1704,101,73,57,1.0,59,2031.0,-29.0,0.0,2002.0,0.0,0.0,2002.0,1677,1704
543,2018,6,28,1625,91,50,28,0.0,28,964.0,-3.0,0.0,961.0,0.0,0.0,961.0,1591,1625
544,2018,6,29,1372,88,53,39,1.0,39,1267.0,0.0,0.0,1267.0,0.0,0.0,1267.0,1349,1372
545,2018,6,30,1419,93,61,44,1.0,45,1487.0,0.0,0.0,1487.0,0.0,0.0,1487.0,1387,1419
546,2018,7,1,1466,102,57,40,1.0,42,1458.0,0.0,0.0,1458.0,0.0,0.0,1458.0,1439,1466
547,2018,7,2,1479,92,49,33,1.0,33,1075.0,0.0,-25.0,1050.0,0.0,0.0,1050.0,1455,1479
548,2018,7,3,1298,78,50,37,1.0,40,1300.0,0.0,0.0,1300.0,0.0,0.0,1300.0,1278,1298
549,2018,7,4,1061,79,46,36,1.0,37,1346.0,-15.0,0.0,1331.0,11.0,0.0,1342.0,1043,1061
550,2018,7,5,1589,124,80,51,1.0,50,1696.0,-9.0,0.0,1688.0,0.0,0.0,1688.0,1564,1589
551,2018,7,6,1453,87,45,29,0.0,31,1003.0,0.0,0.0,1003.0,0.0,0.0,1003.0,1426,1453
552,2018,7,7,1419,97,66,42,1.0,42,1464.0,0.0,0.0,1464.0,0.0,1.0,1464.0,1398,1419
553,2018,7,8,1488,109,72,47,1.0,48,1629.0,-9.0,-33.0,1588.0,0.0,0.0,1588.0,1461,1488
554,2018,7,9,1851,125,83,51,1.0,51,1755.0,-29.0,0.0,1726.0,11.0,0.0,1737.0,1818,1851
555,2018,7,10,1902,117,75,50,1.0,51,1721.0,-3.0,-13.0,1705.0,0.0,0.0,1705.0,1860,1902
556,2018,7,11,1799,118,70,49,1.0,50,1699.0,-19.0,0.0,1680.0,0.0,0.0,1680.0,1773,1799
557,2018,7,12,1707,107,74,45,1.0,45,1475.0,-32.0,0.0,1442.0,8.0,1.0,1451.0,1686,1707
558,2018,7,13,1473,85,64,38,1.0,39,1302.0,0.0,0.0,1302.0,0.0,0.0,1302.0,1442,1473
559,2018,7,14,1298,61,43,30,1.0,30,1097.0,-9.0,0.0,1089.0,0.0,0.0,1089.0,1273,1298
560,2018,7,15,1418,97,50,36,1.0,37,1276.0,0.0,0.0,1276.0,0.0,0.0,1276.0,1398,1418
561,2018,7,16,1715,87,68,36,0.0,35,1194.0,0.0,0.0,1194.0,8.0,1.0,1203.0,1679,1715
562,2018,7,17,2196,139,80,47,0.0,49,1782.0,0.0,0.0,1782.0,0.0,0.0,1782.0,2171,2196
563,2018,7,18,2069,122,73,50,1.0,51,1849.0,0.0,0.0,1849.0,11.0,0.0,1860.0,2025,2069
564,2018,7,19,1911,107,70,49,1.0,50,1799.0,0.0,0.0,1799.0,0.0,0.0,1799.0,1874,1911
565,2018,7,20,1788,113,86,51,1.0,52,1845.0,0.0,-80.0,1765.0,8.0,1.0,1774.0,1761,1788
566,2018,7,21,1558,99,62,42,1.0,42,1501.0,-9.0,0.0,1492.0,0.0,0.0,1492.0,1536,1558
567,2018,7,22,1794,124,64,46,1.0,46,1549.0,-9.0,-6.0,1534.0,0.0,0.0,1534.0,1753,1794
568,2018,7,23,2061,134,88,46,1.0,49,1630.0,-35.0,0.0,1595.0,0.0,0.0,1595.0,2014,2061
569,2018,7,24,1957,134,108,66,1.0,66,2367.0,-64.0,-12.0,2292.0,19.0,2.0,2312.0,1913,1957
570,2018,7,25,2121,136,86,54,1.0,54,1942.0,-20.0,-75.0,1847.0,0.0,0.0,1847.0,2074,2121
571,2018,7,26,1999,146,92,69,1.0,71,2398.0,-32.0,0.0,2366.0,0.0,0.0,2366.0,1966,1999
572,2018,7,27,1998,139,86,59,1.0,60,2019.0,-24.0,0.0,1995.0,0.0,0.0,1995.0,1956,1998
573,2018,7,28,1777,109,64,35,0.0,36,1270.0,-32.0,0.0,1237.0,11.0,0.0,1248.0,1752,1777
574,2018,7,29,1970,120,71,47,1.0,46,1668.0,-9.0,0.0,1660.0,0.0,0.0,1660.0,1926,1970
575,2018,7,30,2323,135,85,62,1.0,63,2270.0,-32.0,0.0,2238.0,0.0,0.0,2238.0,2273,2323
576,2018,7,31,2219,141,102,73,1.0,73,2470.0,-23.0,0.0,2447.0,8.0,2.0,2457.0,2171,2219
577,2018,8,1,2294,140,92,55,0.0,54,1822.0,-47.0,0.0,1775.0,0.0,0.0,1775.0,2229,2294
578,2018,8,2,2157,158,100,58,1.0,60,2089.0,-27.0,0.0,2061.0,0.0,0.0,2061.0,2108,2157
579,2018,8,3,1930,144,98,68,1.0,68,2247.0,-63.0,0.0,2184.0,0.0,0.0,2184.0,1902,1930
580,2018,8,4,1834,118,79,51,1.0,51,1735.0,-35.0,0.0,1700.0,0.0,0.0,1700.0,1797,1834
581,2018,8,5,2053,133,92,60,1.0,60,2142.0,-35.0,0.0,2107.0,0.0,0.0,2107.0,2005,2053
582,2018,8,6,2081,137,93,64,1.0,67,2380.0,-64.0,0.0,2317.0,0.0,0.0,2317.0,2040,2081
583,2018,8,7,2076,131,91,63,1.0,62,2159.0,-35.0,0.0,2124.0,0.0,0.0,2124.0,2029,2076
584,2018,8,8,1972,110,76,52,1.0,54,1974.0,-44.0,0.0,1930.0,0.0,0.0,1930.0,1932,1972
585,2018,8,9,1823,94,55,40,0.0,40,1422.0,-29.0,0.0,1393.0,0.0,0.0,1393.0,1775,1823
586,2018,8,10,1797,115,81,54,1.0,56,1842.0,-36.0,0.0,1806.0,0.0,0.0,1806.0,1767,1797
587,2018,8,11,1800,113,74,49,1.0,50,1735.0,0.0,0.0,1735.0,0.0,0.0,1735.0,1769,1800
588,2018,8,12,1973,117,77,44,1.0,44,1436.0,-10.0,0.0,1426.0,0.0,0.0,1426.0,1942,1973
589,2018,8,13,1973,122,77,54,1.0,54,1950.0,-35.0,-80.0,1835.0,0.0,0.0,1835.0,1938,1973
590,2018,8,14,2026,132,81,55,1.0,56,1956.0,-18.0,0.0,1938.0,0.0,1.0,1939.0,1981,2026
591,2018,8,15,1969,133,88,58,1.0,58,2018.0,-17.0,0.0,2000.0,0.0,0.0,2000.0,1928,1969
592,2018,8,16,1897,115,73,42,0.0,43,1502.0,-9.0,0.0,1493.0,0.0,0.0,1493.0,1857,1897
593,2018,8,17,1713,117,75,55,1.0,57,1898.0,-15.0,0.0,1883.0,0.0,0.0,1883.0,1687,1713
594,2018,8,18,1772,112,72,52,1.0,52,1881.0,0.0,0.0,1881.0,0.0,1.0,1882.0,1738,1772
595,2018,8,19,1968,117,85,48,0.0,47,1683.0,-17.0,0.0,1666.0,0.0,0.0,1666.0,1939,1968
596,2018,8,20,2348,177,108,70,1.0,70,2514.0,-11.0,0.0,2503.0,0.0,0.0,2503.0,2297,2348
597,2018,8,21,2176,132,79,42,0.0,46,1594.0,-9.0,0.0,1586.0,0.0,0.0,1586.0,2133,2176
598,2018,8,22,2108,124,78,44,1.0,44,1615.0,-6.0,-45.0,1563.0,0.0,0.0,1563.0,2080,2108
599,2018,8,23,1966,123,78,50,1.0,51,1855.0,-8.0,0.0,1847.0,0.0,0.0,1847.0,1926,1966
600,2018,8,24,1815,115,83,56,1.0,59,1976.0,-17.0,0.0,1958.0,0.0,1.0,1959.0,1774,1815
601,2018,8,25,1666,92,50,33,0.0,33,1216.0,0.0,0.0,1216.0,0.0,0.0,1216.0,1630,1666
602,2018,8,26,1952,115,89,57,1.0,57,2038.0,0.0,0.0,2038.0,0.0,0.0,2038.0,1903,1952
603,2018,8,27,1861,110,71,42,0.0,45,1482.0,-17.0,0.0,1464.0,0.0,0.0,1464.0,1830,1861
604,2018,8,28,1869,127,80,50,1.0,50,1757.0,-15.0,0.0,1742.0,0.0,0.0,1742.0,1834,1869
605,2018,8,29,1877,110,68,44,1.0,43,1617.0,-4.0,0.0,1612.0,0.0,0.0,1612.0,1843,1877
606,2018,8,30,1892,126,71,45,1.0,48,1550.0,0.0,0.0,1550.0,0.0,0.0,1550.0,1856,1892
607,2018,8,31,1775,101,76,57,1.0,57,2002.0,0.0,0.0,2002.0,8.0,0.0,2010.0,1741,1775
608,2018,9,1,1794,92,52,33,0.0,34,1209.0,0.0,-25.0,1184.0,0.0,0.0,1184.0,1755,1794
609,2018,9,2,1695,100,67,41,0.0,40,1494.0,-9.0,0.0,1486.0,11.0,1.0,1497.0,1657,1695
610,2018,9,3,1817,126,71,51,1.0,55,1893.0,-9.0,0.0,1884.0,0.0,0.0,1884.0,1778,1817
611,2018,9,4,1573,103,63,42,1.0,42,1658.0,0.0,0.0,1658.0,0.0,0.0,1658.0,1538,1573
612,2018,9,5,1263,71,54,39,1.0,39,1344.0,-9.0,-35.0,1300.0,0.0,0.0,1300.0,1228,1263
613,2018,9,6,1214,85,60,41,1.0,40,1469.0,-17.0,0.0,1451.0,0.0,0.0,1451.0,1196,1214
614,2018,9,7,1240,72,52,42,1.0,43,1456.0,0.0,0.0,1456.0,0.0,0.0,1456.0,1210,1240
615,2018,9,8,1237,68,38,29,1.0,29,1025.0,0.0,0.0,1025.0,0.0,0.0,1025.0,1209,1237
616,2018,9,9,1335,81,48,38,1.0,38,1296.0,-40.0,0.0,1256.0,0.0,0.0,1256.0,1312,1335
617,2018,9,10,1170,99,64,45,1.0,45,1626.0,-17.0,0.0,1609.0,0.0,0.0,1609.0,1146,1170
618,2018,9,11,1095,68,43,32,1.0,33,1168.0,-9.0,0.0,1159.0,0.0,0.0,1159.0,1074,1095
619,2018,9,12,1175,86,53,29,1.0,29,956.0,-9.0,0.0,948.0,0.0,0.0,948.0,1133,1175
620,2018,9,13,1056,64,49,34,1.0,33,1184.0,-12.0,0.0,1171.0,0.0,0.0,1171.0,1032,1056
621,2018,9,14,947,75,55,41,1.0,43,1438.0,0.0,0.0,1438.0,0.0,0.0,1438.0,929,947
622,2018,9,15,1000,67,49,34,1.0,34,1133.0,0.0,0.0,1133.0,0.0,0.0,1133.0,980,1000
623,2018,9,16,1213,79,46,28,0.0,29,1020.0,0.0,0.0,1020.0,0.0,0.0,1020.0,1182,1213
624,2018,9,17,1246,71,46,30,0.0,30,947.0,0.0,0.0,947.0,0.0,0.0,947.0,1221,1246
625,2018,9,18,1410,98,57,43,1.0,44,1598.0,-9.0,0.0,1590.0,0.0,1.0,1590.0,1387,1410
626,2018,9,19,1423,103,66,47,1.0,47,1472.0,-6.0,0.0,1465.0,0.0,0.0,1465.0,1408,1423
627,2018,9,20,1413,94,62,39,1.0,40,1282.0,0.0,0.0,1282.0,0.0,0.0,1282.0,1393,1413
628,2018,9,21,1253,87,63,38,1.0,40,1293.0,-16.0,0.0,1276.0,0.0,0.0,1276.0,1231,1253
629,2018,9,22,1174,85,51,29,1.0,29,1144.0,-11.0,-25.0,1108.0,0.0,0.0,1108.0,1158,1174
630,2018,9,23,1399,91,48,31,0.0,34,1180.0,-11.0,0.0,1169.0,0.0,0.0,1169.0,1370,1399
631,2018,9,24,1436,90,64,47,1.0,48,1529.0,0.0,0.0,1529.0,0.0,0.0,1529.0,1410,1436
632,2018,9,25,1406,79,54,37,1.0,38,1232.0,-9.0,0.0,1223.0,0.0,0.0,1223.0,1382,1406
633,2018,9,26,1445,84,55,37,1.0,37,1077.0,-5.0,0.0,1072.0,0.0,0.0,1072.0,1423,1445
634,2018,9,27,1347,90,65,44,1.0,45,1432.0,-5.0,0.0,1428.0,0.0,0.0,1428.0,1325,1347
635,2018,9,28,1170,79,49,39,1.0,39,1295.0,-3.0,0.0,1292.0,0.0,0.0,1292.0,1155,1170
636,2018,9,29,1212,74,45,31,1.0,32,1164.0,0.0,0.0,1164.0,0.0,0.0,1164.0,1193,1212
